  Year     Age    lx        dx        qx        Lx        Tx       ex
  1945     50    91682      314    0.00342    91525    2997351    32.69
  1945     51    91368      333    0.00364    91201    2905826    31.80
  1945     52    91035      358    0.00393    90856    2814624    30.92
  1945     53    90677      388    0.00428    90483    2723768    30.04
  1945     54    90289      420    0.00465    90079    2633285    29.16
  1945     55    89869      457    0.00509    89641    2543206    28.30
  1945     56    89412      498    0.00557    89163    2453565    27.44
  1945     57    88914      541    0.00608    88644    2364402    26.59
  1945     58    88374      586    0.00663    88080    2275758    25.75
  1945     59    87787      635    0.00723    87470    2187677    24.92
  1945     60    87152      686    0.00788    86809    2100208    24.10
  1945     61    86466      744    0.00860    86094    2013399    23.29
  1945     62    85722      813    0.00948    85316    1927305    22.48
  1945     63    84909      897    0.01056    84461    1841989    21.69
  1945     64    84013      992    0.01181    83516    1757528    20.92
  1945     65    83020     1098    0.01323    82471    1674012    20.16
  1945     66    81922     1204    0.01469    81320    1591541    19.43
  1945     67    80718     1295    0.01604    80071    1510220    18.71
  1945     68    79424     1365    0.01719    78741    1430149    18.01
  1945     69    78058     1424    0.01824    77346    1351408    17.31
  1945     70    76635     1484    0.01936    75893    1274062    16.63
  1945     71    75151     1555    0.02069    74373    1198169    15.94
  1945     72    73596     1635    0.02221    72778    1123796    15.27
  1945     73    71961     1725    0.02397    71099    1051017    14.61
  1945     74    70236     1824    0.02597    69324     979919    13.95
  1945     75    68413     1935    0.02828    67445     910594    13.31
  1945     76    66478     2051    0.03085    65452     843149    12.68
  1945     77    64427     2160    0.03353    63347     777697    12.07
  1945     78    62267     2259    0.03628    61137     714350    11.47
  1945     79    60007     2355    0.03924    58830     653213    10.89
  1945     80    57653     2461    0.04269    56422     594383    10.31
  1945     81    55191     2579    0.04672    53902     537961     9.75
  1945     82    52612     2694    0.05121    51265     484059     9.20
  1945     83    49918     2805    0.05620    48515     432794     8.67
  1945     84    47113     2911    0.06179    45657     384279     8.16
  1945     85    44202     3011    0.06812    42696     338621     7.66
  1945     86    41191     3102    0.07531    39640     295925     7.18
  1945     87    38088     3178    0.08344    36499     256286     6.73
  1945     88    34910     3231    0.09254    33295     219786     6.30
  1945     89    31680     3251    0.10263    30054     186491     5.89
  1945     90    28428     3232    0.11370    26812     156437     5.50
  1945     91    25196     3168    0.12575    23612     129625     5.14
  1945     92    22028     3056    0.13875    20500     106013     4.81
  1945     93    18971     2897    0.15270    17523      85513     4.51
  1945     94    16075     2693    0.16756    14728      67990     4.23
  1945     95    13381     2441    0.18242    12161      53262     3.98
  1945     96    10940     2155    0.19701     9863      41102     3.76
  1945     97     8785     1854    0.21106     7858      31239     3.56
  1945     98     6931     1554    0.22429     6153      23382     3.37
  1945     99     5376     1271    0.23639     4741      17228     3.20
  1945    100     4105     1023    0.24916     3594      12487     3.04
  1945    101     3082      810    0.26262     2678       8893     2.89
  1945    102     2273      629    0.27681     1958       6216     2.73
  1945    103     1644      480    0.29178     1404       4257     2.59
  1945    104     1164      358    0.30755      985       2853     2.45
  1945    105      806      261    0.32419      675       1868     2.32
  1945    106      545      186    0.34174      452       1193     2.19
  1945    107      359      129    0.36024      294        741     2.07
  1945    108      229       87    0.37976      186        447     1.95
  1945    109      142       57    0.40032      114        261     1.84
  1945    110       85       36    0.42202       67        147     1.73
  1945    111       49       22    0.44490       38         80     1.62
  1945    112       27       13    0.46904       21         42     1.52
  1945    113       15        7    0.49448       11         21     1.43
  1945    114        7        4    0.52133        5         10     1.34
  1945    115        4        2    0.54963        3          4     1.25
  1945    116        2        1    0.57950        1          2     1.17
  1945    117        1        0    0.61100        0          1     1.09
  1945    118        0        0    0.64420        0          0     1.01
  1945    119        0        0    0.67858        0          0     0.95
  1946      0   100000     3084    0.03084    97355    7771971    77.72
  1946      1    96916      232    0.00239    96800    7674615    79.19
  1946      2    96684      131    0.00136    96619    7577815    78.38
  1946      3    96553       95    0.00099    96506    7481197    77.48
  1946      4    96458       71    0.00074    96422    7384691    76.56
  1946      5    96387       62    0.00064    96356    7288269    75.61
  1946      6    96325       55    0.00057    96297    7191913    74.66
  1946      7    96270       42    0.00044    96249    7095616    73.71
  1946      8    96228       37    0.00038    96209    6999367    72.74
  1946      9    96191       31    0.00032    96175    6903158    71.77
  1946     10    96160       29    0.00030    96145    6806984    70.79
  1946     11    96130       30    0.00032    96115    6710839    69.81
  1946     12    96100       30    0.00032    96085    6614723    68.83
  1946     13    96070       33    0.00034    96053    6518638    67.85
  1946     14    96037       37    0.00038    96018    6422585    66.88
  1946     15    96000       41    0.00042    95979    6326567    65.90
  1946     16    95959       47    0.00049    95935    6230587    64.93
  1946     17    95912       55    0.00057    95885    6134652    63.96
  1946     18    95857       58    0.00061    95828    6038767    63.00
  1946     19    95799       59    0.00062    95769    5942939    62.04
  1946     20    95740       64    0.00067    95708    5847169    61.07
  1946     21    95676       67    0.00070    95642    5751462    60.11
  1946     22    95609       70    0.00074    95574    5655820    59.16
  1946     23    95539       73    0.00076    95502    5560246    58.20
  1946     24    95466       75    0.00078    95428    5464745    57.24
  1946     25    95391       76    0.00080    95353    5369316    56.29
  1946     26    95315       74    0.00078    95278    5273963    55.33
  1946     27    95241       75    0.00079    95203    5178685    54.37
  1946     28    95165       76    0.00080    95127    5083482    53.42
  1946     29    95089       75    0.00079    95051    4988355    52.46
  1946     30    95014       77    0.00081    94975    4893304    51.50
  1946     31    94937       78    0.00082    94898    4798328    50.54
  1946     32    94859       81    0.00086    94818    4703430    49.58
  1946     33    94778       84    0.00089    94736    4608612    48.63
  1946     34    94694       90    0.00095    94649    4513876    47.67
  1946     35    94604       96    0.00101    94556    4419227    46.71
  1946     36    94508       98    0.00103    94459    4324672    45.76
  1946     37    94410      104    0.00110    94358    4230213    44.81
  1946     38    94306      115    0.00122    94248    4135855    43.86
  1946     39    94191      123    0.00130    94129    4041607    42.91
  1946     40    94068      137    0.00145    94000    3947478    41.96
  1946     41    93931      142    0.00152    93860    3853478    41.02
  1946     42    93789      158    0.00168    93710    3759618    40.09
  1946     43    93631      172    0.00184    93545    3665907    39.15
  1946     44    93459      183    0.00196    93368    3572362    38.22
  1946     45    93276      203    0.00218    93175    3478995    37.30
  1946     46    93073      215    0.00231    92966    3385820    36.38
  1946     47    92858      244    0.00262    92736    3292854    35.46
  1946     48    92614      267    0.00288    92481    3200118    34.55
  1946     49    92347      287    0.00311    92204    3107638    33.65
  1946     50    92060      304    0.00330    91909    3015433    32.75
  1946     51    91757      328    0.00357    91593    2923525    31.86
  1946     52    91429      354    0.00388    91252    2831932    30.97
  1946     53    91075      384    0.00422    90883    2740680    30.09
  1946     54    90691      417    0.00460    90482    2649798    29.22
  1946     55    90274      454    0.00503    90047    2559316    28.35
  1946     56    89820      495    0.00551    89573    2469269    27.49
  1946     57    89325      538    0.00603    89056    2379697    26.64
  1946     58    88787      584    0.00658    88495    2290640    25.80
  1946     59    88203      633    0.00718    87886    2202146    24.97
  1946     60    87569      685    0.00782    87227    2114260    24.14
  1946     61    86884      743    0.00855    86513    2027033    23.33
  1946     62    86141      813    0.00944    85735    1940520    22.53
  1946     63    85328      898    0.01053    84879    1854785    21.74
  1946     64    84430      995    0.01178    83933    1769906    20.96
  1946     65    83436     1102    0.01320    82885    1685973    20.21
  1946     66    82334     1207    0.01466    81731    1603088    19.47
  1946     67    81127     1298    0.01600    80478    1521358    18.75
  1946     68    79829     1368    0.01714    79145    1440880    18.05
  1946     69    78461     1426    0.01817    77748    1361734    17.36
  1946     70    77036     1485    0.01928    76293    1283986    16.67
  1946     71    75550     1557    0.02060    74772    1207693    15.99
  1946     72    73994     1636    0.02211    73175    1132921    15.31
  1946     73    72358     1726    0.02385    71495    1059746    14.65
  1946     74    70632     1825    0.02584    69719     988251    13.99
  1946     75    68806     1937    0.02815    67838     918532    13.35
  1946     76    66870     2053    0.03069    65844     850694    12.72
  1946     77    64817     2162    0.03336    63736     784851    12.11
  1946     78    62655     2261    0.03609    61524     721115    11.51
  1946     79    60394     2357    0.03903    59215     659590    10.92
  1946     80    58036     2464    0.04246    56804     600375    10.34
  1946     81    55572     2582    0.04646    54281     543571     9.78
  1946     82    52990     2699    0.05093    51641     489290     9.23
  1946     83    50291     2810    0.05588    48886     437649     8.70
  1946     84    47481     2917    0.06144    46022     388763     8.19
  1946     85    44564     3019    0.06774    43054     342741     7.69
  1946     86    41545     3111    0.07489    39989     299687     7.21
  1946     87    38434     3189    0.08297    36839     259697     6.76
  1946     88    35245     3243    0.09201    33624     222858     6.32
  1946     89    32002     3265    0.10204    30369     189234     5.91
  1946     90    28737     3248    0.11304    27113     158865     5.53
  1946     91    25488     3186    0.12502    23895     131752     5.17
  1946     92    22302     3076    0.13795    20764     107857     4.84
  1946     93    19225     2919    0.15181    17766      87093     4.53
  1946     94    16307     2717    0.16659    14948      69327     4.25
  1946     95    13590     2465    0.18137    12358      54379     4.00
  1946     96    11125     2179    0.19588    10036      42021     3.78
  1946     97     8946     1877    0.20986     8007      31985     3.58
  1946     98     7069     1576    0.22301     6280      23978     3.39
  1946     99     5492     1291    0.23505     4847      17698     3.22
  1946    100     4201     1041    0.24775     3681      12851     3.06
  1946    101     3160      825    0.26114     2748       9170     2.90
  1946    102     2335      643    0.27526     2014       6422     2.75
  1946    103     1692      491    0.29014     1447       4409     2.61
  1946    104     1201      367    0.30584     1018       2962     2.47
  1946    105      834      269    0.32239      699       1944     2.33
  1946    106      565      192    0.33985      469       1245     2.20
  1946    107      373      134    0.35826      306        776     2.08
  1946    108      239       90    0.37766      194        469     1.96
  1946    109      149       59    0.39813      119        275     1.85
  1946    110       90       38    0.41972       71        156     1.74
  1946    111       52       23    0.44249       41         85     1.63
  1946    112       29       14    0.46649       22         45     1.53
  1946    113       15        8    0.49182       12         22     1.44
  1946    114        8        4    0.51852        6         11     1.35
  1946    115        4        2    0.54670        3          5     1.26
  1946    116        2        1    0.57641        1          2     1.18
  1946    117        1        0    0.60774        1          1     1.10
  1946    118        0        0    0.64080        0          0     1.02
  1946    119        0        0    0.67545        0          0     0.95
  1947      0   100000     2796    0.02796    97567    7803812    78.04
  1947      1    97204      229    0.00236    97090    7706245    79.28
  1947      2    96975      128    0.00132    96911    7609155    78.47
  1947      3    96847       95    0.00098    96799    7512244    77.57
  1947      4    96751       71    0.00074    96716    7415445    76.64
  1947      5    96680       64    0.00066    96648    7318729    75.70
  1947      6    96616       49    0.00051    96591    7222081    74.75
  1947      7    96567       41    0.00043    96546    7125490    73.79
  1947      8    96525       34    0.00035    96508    7028944    72.82
  1947      9    96491       30    0.00032    96476    6932436    71.85
  1947     10    96461       31    0.00032    96445    6835960    70.87
  1947     11    96430       29    0.00030    96416    6739515    69.89
  1947     12    96401       30    0.00031    96386    6643099    68.91
  1947     13    96371       33    0.00034    96355    6546714    67.93
  1947     14    96339       35    0.00037    96321    6450359    66.96
  1947     15    96303       41    0.00043    96283    6354037    65.98
  1947     16    96262       50    0.00052    96237    6257755    65.01
  1947     17    96212       55    0.00057    96185    6161518    64.04
  1947     18    96157       57    0.00059    96129    6065333    63.08
  1947     19    96100       63    0.00066    96069    5969204    62.11
  1947     20    96037       65    0.00067    96005    5873135    61.15
  1947     21    95973       69    0.00072    95938    5777130    60.20
  1947     22    95904       72    0.00075    95868    5681191    59.24
  1947     23    95832       73    0.00076    95796    5585324    58.28
  1947     24    95759       73    0.00077    95722    5489528    57.33
  1947     25    95686       73    0.00077    95649    5393806    56.37
  1947     26    95612       73    0.00077    95576    5298157    55.41
  1947     27    95539       73    0.00077    95502    5202581    54.46
  1947     28    95466       72    0.00075    95430    5107079    53.50
  1947     29    95394       73    0.00076    95357    5011649    52.54
  1947     30    95321       74    0.00078    95284    4916291    51.58
  1947     31    95247       77    0.00081    95209    4821008    50.62
  1947     32    95170       78    0.00082    95131    4725799    49.66
  1947     33    95092       84    0.00089    95050    4630668    48.70
  1947     34    95008       88    0.00093    94964    4535618    47.74
  1947     35    94919       91    0.00095    94874    4440654    46.78
  1947     36    94829       96    0.00101    94781    4345781    45.83
  1947     37    94733      106    0.00111    94680    4250999    44.87
  1947     38    94627      113    0.00120    94571    4156319    43.92
  1947     39    94514      124    0.00131    94452    4061748    42.97
  1947     40    94390      132    0.00140    94324    3967296    42.03
  1947     41    94258      145    0.00154    94185    3872971    41.09
  1947     42    94113      159    0.00169    94033    3778786    40.15
  1947     43    93953      166    0.00176    93871    3684753    39.22
  1947     44    93788      184    0.00196    93696    3590883    38.29
  1947     45    93604      198    0.00211    93505    3497187    37.36
  1947     46    93406      224    0.00240    93294    3403681    36.44
  1947     47    93183      245    0.00263    93060    3310387    35.53
  1947     48    92937      262    0.00282    92806    3217327    34.62
  1947     49    92675      277    0.00299    92536    3124521    33.71
  1947     50    92398      300    0.00324    92248    3031985    32.81
  1947     51    92098      324    0.00352    91936    2939737    31.92
  1947     52    91774      350    0.00382    91599    2847801    31.03
  1947     53    91424      380    0.00416    91234    2756202    30.15
  1947     54    91043      413    0.00454    90837    2664969    29.27
  1947     55    90630      450    0.00497    90405    2574132    28.40
  1947     56    90180      492    0.00545    89934    2483727    27.54
  1947     57    89688      536    0.00597    89420    2393794    26.69
  1947     58    89152      582    0.00652    88861    2304374    25.85
  1947     59    88570      632    0.00713    88255    2215512    25.01
  1947     60    87939      684    0.00777    87597    2127257    24.19
  1947     61    87255      742    0.00850    86884    2039660    23.38
  1947     62    86513      813    0.00939    86107    1952776    22.57
  1947     63    85701      899    0.01049    85251    1866669    21.78
  1947     64    84802      996    0.01175    84304    1781418    21.01
  1947     65    83806     1103    0.01317    83254    1697114    20.25
  1947     66    82702     1209    0.01462    82098    1613860    19.51
  1947     67    81493     1300    0.01595    80843    1531762    18.80
  1947     68    80194     1370    0.01708    79509    1450918    18.09
  1947     69    78824     1427    0.01810    78111    1371410    17.40
  1947     70    77397     1486    0.01920    76654    1293299    16.71
  1947     71    75911     1557    0.02051    75133    1216645    16.03
  1947     72    74354     1636    0.02201    73536    1141512    15.35
  1947     73    72718     1726    0.02374    71855    1067976    14.69
  1947     74    70992     1826    0.02572    70079     996121    14.03
  1947     75    69166     1937    0.02801    68198     926042    13.39
  1947     76    67229     2053    0.03054    66202     857844    12.76
  1947     77    65176     2163    0.03319    64094     791642    12.15
  1947     78    63013     2263    0.03591    61882     727548    11.55
  1947     79    60750     2359    0.03883    59571     665666    10.96
  1947     80    58392     2466    0.04223    57159     606095    10.38
  1947     81    55926     2584    0.04621    54633     548937     9.82
  1947     82    53341     2701    0.05064    51991     494303     9.27
  1947     83    50640     2814    0.05557    49233     442312     8.73
  1947     84    47826     2922    0.06110    46365     393079     8.22
  1947     85    44904     3025    0.06736    43392     346714     7.72
  1947     86    41879     3119    0.07447    40320     303323     7.24
  1947     87    38761     3198    0.08250    37162     263002     6.79
  1947     88    35563     3254    0.09149    33936     225840     6.35
  1947     89    32310     3278    0.10145    30671     191904     5.94
  1947     90    29032     3263    0.11239    27400     161233     5.55
  1947     91    25769     3203    0.12429    24167     133833     5.19
  1947     92    22566     3095    0.13715    21019     109666     4.86
  1947     93    19471     2939    0.15094    18002      88647     4.55
  1947     94    16532     2738    0.16564    15163      70646     4.27
  1947     95    13794     2487    0.18033    12550      55483     4.02
  1947     96    11306     2202    0.19477    10205      42932     3.80
  1947     97     9104     1900    0.20866     8154      32727     3.59
  1947     98     7205     1598    0.22175     6406      24573     3.41
  1947     99     5607     1311    0.23373     4952      18167     3.24
  1947    100     4296     1058    0.24636     3767      13215     3.08
  1947    101     3238      841    0.25968     2818       9448     2.92
  1947    102     2397      656    0.27372     2069       6631     2.77
  1947    103     1741      502    0.28853     1490       4561     2.62
  1947    104     1239      377    0.30414     1050       3072     2.48
  1947    105      862      276    0.32062      724       2021     2.35
  1947    106      586      198    0.33798      487       1298     2.22
  1947    107      388      138    0.35629      319        811     2.09
  1947    108      250       94    0.37560      203        492     1.97
  1947    109      156       62    0.39596      125        290     1.86
  1947    110       94       39    0.41744       74        165     1.75
  1947    111       55       24    0.44009       43         90     1.64
  1947    112       31       14    0.46399       24         47     1.54
  1947    113       16        8    0.48917       12         24     1.45
  1947    114        8        4    0.51576        6         11     1.36
  1947    115        4        2    0.54378        3          5     1.27
  1947    116        2        1    0.57334        1          2     1.18
  1947    117        1        0    0.60453        1          1     1.10
  1947    118        0        0    0.63742        0          0     1.03
  1947    119        0        0    0.67209        0          0     0.96
  1948      0   100000     2787    0.02787    97592    7815435    78.15
  1948      1    97213      211    0.00217    97108    7717843    79.39
  1948      2    97002      114    0.00117    96945    7620736    78.56
  1948      3    96889       89    0.00091    96844    7523790    77.65
  1948      4    96800       77    0.00079    96762    7426946    76.72
  1948      5    96723       58    0.00060    96694    7330184    75.78
  1948      6    96665       46    0.00048    96642    7233490    74.83
  1948      7    96619       39    0.00040    96599    7136848    73.87
  1948      8    96580       33    0.00034    96563    7040248    72.90
  1948      9    96547       33    0.00034    96531    6943685    71.92
  1948     10    96514       29    0.00030    96500    6847155    70.94
  1948     11    96485       29    0.00030    96471    6750654    69.97
  1948     12    96457       30    0.00031    96442    6654184    68.99
  1948     13    96427       31    0.00032    96412    6557741    68.01
  1948     14    96396       35    0.00037    96379    6461330    67.03
  1948     15    96361       43    0.00045    96339    6364952    66.05
  1948     16    96318       50    0.00051    96293    6268612    65.08
  1948     17    96268       54    0.00056    96241    6172319    64.12
  1948     18    96215       62    0.00064    96184    6076078    63.15
  1948     19    96153       63    0.00066    96121    5979894    62.19
  1948     20    96090       67    0.00070    96056    5883773    61.23
  1948     21    96023       70    0.00073    95988    5787716    60.27
  1948     22    95953       72    0.00075    95917    5691728    59.32
  1948     23    95881       71    0.00074    95845    5595812    58.36
  1948     24    95810       73    0.00076    95773    5499967    57.41
  1948     25    95737       72    0.00075    95701    5404193    56.45
  1948     26    95665       71    0.00074    95630    5308492    55.49
  1948     27    95594       69    0.00072    95560    5212862    54.53
  1948     28    95525       69    0.00073    95491    5117303    53.57
  1948     29    95456       71    0.00074    95421    5021812    52.61
  1948     30    95385       73    0.00077    95349    4926392    51.65
  1948     31    95312       74    0.00077    95275    4831043    50.69
  1948     32    95238       79    0.00083    95199    4735768    49.73
  1948     33    95159       82    0.00086    95118    4640569    48.77
  1948     34    95077       84    0.00089    95035    4545451    47.81
  1948     35    94993       89    0.00093    94949    4450415    46.85
  1948     36    94905       97    0.00103    94856    4355466    45.89
  1948     37    94807      104    0.00110    94755    4260610    44.94
  1948     38    94703      113    0.00119    94647    4165855    43.99
  1948     39    94590      124    0.00131    94529    4071208    43.04
  1948     40    94467      135    0.00143    94399    3976680    42.10
  1948     41    94332      146    0.00155    94259    3882280    41.16
  1948     42    94185      151    0.00160    94110    3788022    40.22
  1948     43    94034      166    0.00176    93951    3693912    39.28
  1948     44    93869      182    0.00194    93778    3599960    38.35
  1948     45    93686      205    0.00218    93584    3506183    37.42
  1948     46    93482      225    0.00240    93369    3412599    36.51
  1948     47    93257      240    0.00257    93137    3319230    35.59
  1948     48    93017      253    0.00272    92891    3226093    34.68
  1948     49    92764      274    0.00295    92627    3133202    33.78
  1948     50    92491      295    0.00319    92343    3040574    32.87
  1948     51    92196      319    0.00346    92036    2948231    31.98
  1948     52    91877      346    0.00376    91704    2856195    31.09
  1948     53    91531      376    0.00411    91343    2764491    30.20
  1948     54    91155      409    0.00448    90951    2673148    29.33
  1948     55    90746      446    0.00492    90523    2582197    28.46
  1948     56    90300      488    0.00540    90057    2491674    27.59
  1948     57    89813      532    0.00592    89547    2401617    26.74
  1948     58    89281      578    0.00648    88992    2312070    25.90
  1948     59    88703      628    0.00708    88389    2223078    25.06
  1948     60    88075      680    0.00773    87735    2134689    24.24
  1948     61    87395      739    0.00846    87025    2046954    23.42
  1948     62    86655      810    0.00935    86250    1959929    22.62
  1948     63    85845      897    0.01045    85397    1873679    21.83
  1948     64    84948      994    0.01171    84451    1788282    21.05
  1948     65    83954     1102    0.01312    83403    1703831    20.29
  1948     66    82852     1207    0.01457    82248    1620428    19.56
  1948     67    81645     1298    0.01589    80996    1538180    18.84
  1948     68    80347     1367    0.01701    79664    1457184    18.14
  1948     69    78980     1424    0.01802    78268    1377520    17.44
  1948     70    77557     1483    0.01912    76815    1299252    16.75
  1948     71    76074     1553    0.02042    75297    1222437    16.07
  1948     72    74521     1632    0.02190    73705    1147139    15.39
  1948     73    72889     1722    0.02362    72028    1073435    14.73
  1948     74    71167     1821    0.02559    70256    1001407    14.07
  1948     75    69345     1933    0.02787    68379     931151    13.43
  1948     76    67413     2049    0.03039    66389     862772    12.80
  1948     77    65364     2158    0.03302    64285     796383    12.18
  1948     78    63206     2258    0.03572    62077     732098    11.58
  1948     79    60948     2354    0.03862    59771     670021    10.99
  1948     80    58594     2461    0.04200    57364     610249    10.41
  1948     81    56133     2580    0.04596    54843     552886     9.85
  1948     82    53554     2697    0.05036    52205     498042     9.30
  1948     83    50857     2810    0.05526    49451     445837     8.77
  1948     84    48046     2919    0.06075    46587     396386     8.25
  1948     85    45127     3023    0.06698    43616     349799     7.75
  1948     86    42105     3118    0.07405    40546     306183     7.27
  1948     87    38987     3198    0.08203    37388     265637     6.81
  1948     88    35789     3256    0.09097    34161     228250     6.38
  1948     89    32533     3282    0.10087    30892     194089     5.97
  1948     90    29251     3269    0.11174    27617     163197     5.58
  1948     91    25983     3211    0.12358    24377     135580     5.22
  1948     92    22772     3105    0.13636    21219     111202     4.88
  1948     93    19667     2951    0.15007    18191      89983     4.58
  1948     94    16715     2753    0.16469    15339      71792     4.30
  1948     95    13963     2504    0.17930    12711      56453     4.04
  1948     96    11459     2219    0.19366    10349      43743     3.82
  1948     97     9240     1917    0.20748     8281      33393     3.61
  1948     98     7323     1615    0.22050     6515      25112     3.43
  1948     99     5708     1327    0.23242     5045      18596     3.26
  1948    100     4381     1073    0.24498     3845      13552     3.09
  1948    101     3308      854    0.25823     2881       9707     2.93
  1948    102     2454      668    0.27219     2120       6826     2.78
  1948    103     1786      512    0.28693     1530       4706     2.64
  1948    104     1273      385    0.30247     1081       3176     2.49
  1948    105      888      283    0.31885      747       2095     2.36
  1948    106      605      203    0.33612      503       1349     2.23
  1948    107      402      142    0.35434      331        845     2.10
  1948    108      259       97    0.37355      211        515     1.98
  1948    109      162       64    0.39381      130        304     1.87
  1948    110       98       41    0.41518       78        173     1.76
  1948    111       58       25    0.43772       45         95     1.66
  1948    112       32       15    0.46148       25         50     1.55
  1948    113       17        8    0.48656       13         25     1.46
  1948    114        9        5    0.51301        7         12     1.37
  1948    115        4        2    0.54088        3          6     1.28
  1948    116        2        1    0.57031        1          2     1.19
  1948    117        1        1    0.60134        1          1     1.11
  1948    118        0        0    0.63405        0          0     1.04
  1948    119        0        0    0.66858        0          0     0.97
  1949      0   100000     2736    0.02736    97647    7827781    78.28
  1949      1    97264      198    0.00204    97165    7730134    79.48
  1949      2    97066      120    0.00124    97006    7632969    78.64
  1949      3    96946       92    0.00095    96900    7535963    77.73
  1949      4    96854       71    0.00073    96818    7439063    76.81
  1949      5    96783       53    0.00055    96756    7342245    75.86
  1949      6    96730       44    0.00046    96708    7245489    74.90
  1949      7    96685       37    0.00038    96667    7148781    73.94
  1949      8    96648       35    0.00037    96631    7052114    72.97
  1949      9    96613       31    0.00032    96598    6955483    71.99
  1949     10    96582       29    0.00030    96568    6858886    71.02
  1949     11    96553       28    0.00030    96539    6762318    70.04
  1949     12    96525       28    0.00029    96511    6665779    69.06
  1949     13    96497       30    0.00032    96482    6569268    68.08
  1949     14    96467       37    0.00038    96448    6472786    67.10
  1949     15    96429       43    0.00045    96408    6376338    66.12
  1949     16    96386       48    0.00050    96362    6279930    65.15
  1949     17    96338       59    0.00061    96309    6183567    64.19
  1949     18    96280       62    0.00064    96249    6087258    63.22
  1949     19    96218       66    0.00068    96185    5991009    62.26
  1949     20    96152       69    0.00072    96118    5894824    61.31
  1949     21    96084       70    0.00073    96049    5798706    60.35
  1949     22    96014       69    0.00072    95979    5702657    59.39
  1949     23    95944       72    0.00075    95908    5606679    58.44
  1949     24    95872       71    0.00074    95837    5510770    57.48
  1949     25    95802       69    0.00072    95767    5414933    56.52
  1949     26    95733       67    0.00070    95699    5319166    55.56
  1949     27    95665       67    0.00070    95632    5223467    54.60
  1949     28    95598       68    0.00071    95564    5127835    53.64
  1949     29    95531       71    0.00074    95495    5032271    52.68
  1949     30    95460       70    0.00074    95425    4936775    51.72
  1949     31    95390       75    0.00078    95352    4841350    50.75
  1949     32    95315       76    0.00080    95277    4745998    49.79
  1949     33    95238       79    0.00083    95199    4650722    48.83
  1949     34    95159       82    0.00086    95118    4555523    47.87
  1949     35    95077       90    0.00095    95032    4460404    46.91
  1949     36    94987       97    0.00102    94939    4365372    45.96
  1949     37    94890      103    0.00109    94839    4270434    45.00
  1949     38    94787      116    0.00123    94729    4175595    44.05
  1949     39    94671      126    0.00133    94608    4080866    43.11
  1949     40    94545      134    0.00142    94478    3986258    42.16
  1949     41    94411      139    0.00147    94341    3891780    41.22
  1949     42    94271      151    0.00160    94196    3797439    40.28
  1949     43    94121      168    0.00179    94036    3703243    39.35
  1949     44    93952      187    0.00199    93858    3609206    38.42
  1949     45    93765      206    0.00219    93662    3515348    37.49
  1949     46    93559      221    0.00236    93448    3421686    36.57
  1949     47    93338      231    0.00248    93222    3328238    35.66
  1949     48    93107      250    0.00269    92982    3235015    34.75
  1949     49    92857      269    0.00290    92722    3142034    33.84
  1949     50    92588      290    0.00313    92443    3049311    32.93
  1949     51    92298      314    0.00341    92141    2956869    32.04
  1949     52    91983      341    0.00371    91813    2864728    31.14
  1949     53    91642      371    0.00405    91456    2772915    30.26
  1949     54    91271      404    0.00443    91068    2681459    29.38
  1949     55    90866      442    0.00486    90645    2590390    28.51
  1949     56    90425      484    0.00535    90183    2499745    27.64
  1949     57    89941      528    0.00587    89677    2409562    26.79
  1949     58    89413      575    0.00643    89126    2319885    25.95
  1949     59    88839      625    0.00704    88526    2230760    25.11
  1949     60    88214      678    0.00768    87875    2142234    24.28
  1949     61    87536      736    0.00841    87168    2054359    23.47
  1949     62    86800      808    0.00931    86396    1967191    22.66
  1949     63    85992      895    0.01040    85544    1880795    21.87
  1949     64    85097      992    0.01166    84601    1795251    21.10
  1949     65    84105     1100    0.01308    83555    1710650    20.34
  1949     66    83005     1205    0.01452    82402    1627095    19.60
  1949     67    81800     1295    0.01583    81152    1544693    18.88
  1949     68    80505     1364    0.01694    79823    1463541    18.18
  1949     69    79141     1420    0.01795    78430    1383718    17.48
  1949     70    77720     1479    0.01903    76981    1305288    16.79
  1949     71    76241     1549    0.02032    75466    1228307    16.11
  1949     72    74692     1628    0.02180    73877    1152841    15.43
  1949     73    73063     1718    0.02351    72204    1078964    14.77
  1949     74    71346     1817    0.02547    70437    1006759    14.11
  1949     75    69529     1928    0.02773    68565     936322    13.47
  1949     76    67601     2044    0.03024    66579     867757    12.84
  1949     77    65556     2154    0.03285    64480     801179    12.22
  1949     78    63403     2253    0.03554    62276     736699    11.62
  1949     79    61150     2349    0.03842    59975     674423    11.03
  1949     80    58800     2457    0.04178    57572     614448    10.45
  1949     81    56344     2575    0.04570    55056     556876     9.88
  1949     82    53769     2693    0.05008    52422     501820     9.33
  1949     83    51076     2807    0.05495    49672     449398     8.80
  1949     84    48269     2916    0.06042    46811     399725     8.28
  1949     85    45353     3021    0.06661    43842     352914     7.78
  1949     86    42332     3117    0.07364    40773     309072     7.30
  1949     87    39215     3199    0.08157    37615     268299     6.84
  1949     88    36016     3258    0.09045    34387     230683     6.41
  1949     89    32758     3286    0.10030    31115     196296     5.99
  1949     90    29473     3275    0.11110    27835     165181     5.60
  1949     91    26198     3219    0.12287    24589     137345     5.24
  1949     92    22979     3115    0.13558    21421     112757     4.91
  1949     93    19864     2964    0.14921    18382      91335     4.60
