"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2000"	"2000"	"46 years"	"46"	317	184164	172.1
	"2000"	"2000"	"47 years"	"47"	332	176188	188.4
	"2000"	"2000"	"48 years"	"48"	303	164783	183.9
	"2000"	"2000"	"49 years"	"49"	358	162157	220.8
	"2000"	"2000"	"50 years"	"50"	334	160557	208.0
	"2000"	"2000"	"51 years"	"51"	379	144454	262.4
	"2000"	"2000"	"52 years"	"52"	415	140950	294.4
	"2000"	"2000"	"53 years"	"53"	420	131531	319.3
	"2000"	"2000"	"54 years"	"54"	367	119207	307.9
	"2000"	"2000"	"55 years"	"55"	401	112614	356.1
	"2000"	"2000"	"56 years"	"56"	452	106990	422.5
	"2000"	"2000"	"57 years"	"57"	452	102278	441.9
	"2000"	"2000"	"58 years"	"58"	455	92358	492.6
	"2000"	"2000"	"59 years"	"59"	460	89628	513.2
	"2000"	"2000"	"60 years"	"60"	448	88786	504.6
	"2000"	"2000"	"61 years"	"61"	563	82289	684.2
	"2000"	"2000"	"62 years"	"62"	531	80094	663.0
	"2000"	"2000"	"63 years"	"63"	600	76605	783.2
	"2000"	"2000"	"64 years"	"64"	611	75224	812.2
	"2000"	"2000"	"65 years"	"65"	687	73979	928.6
	"2000"	"2000"	"66 years"	"66"	708	66375	1066.7
	"2000"	"2000"	"67 years"	"67"	693	65573	1056.8
	"2000"	"2000"	"68 years"	"68"	786	62436	1258.9
	"2000"	"2000"	"69 years"	"69"	834	62806	1327.9
	"2000"	"2000"	"70 years"	"70"	902	61997	1454.9
	"2000"	"2000"	"71 years"	"71"	914	56991	1603.8
	"2000"	"2000"	"72 years"	"72"	964	53841	1790.5
	"2000"	"2000"	"73 years"	"73"	1022	50578	2020.6
	"2000"	"2000"	"74 years"	"74"	1068	48168	2217.2
	"2000"	"2000"	"75 years"	"75"	1058	45807	2309.7
	"2000"	"2000"	"76 years"	"76"	1108	40925	2707.4
	"2000"	"2000"	"77 years"	"77"	1107	37315	2966.6
	"2000"	"2000"	"78 years"	"78"	1073	35024	3063.6
	"2000"	"2000"	"79 years"	"79"	1163	32192	3612.7
	"2000"	"2000"	"80 years"	"80"	1221	29303	4166.8
	"2000"	"2000"	"81 years"	"81"	1092	23858	4577.1
	"2000"	"2000"	"82 years"	"82"	1056	21932	4814.9
	"2000"	"2000"	"83 years"	"83"	1026	19064	5381.9
	"2000"	"2000"	"84 years"	"84"	1074	17462	6150.5
	"2000"	"2000"	"85 years"	"85"	1192	Not Applicable	Not Applicable
	"2000"	"2000"	"86 years"	"86"	1100	Not Applicable	Not Applicable
	"2000"	"2000"	"87 years"	"87"	1130	Not Applicable	Not Applicable
	"2000"	"2000"	"88 years"	"88"	1096	Not Applicable	Not Applicable
	"2000"	"2000"	"89 years"	"89"	1035	Not Applicable	Not Applicable
	"2000"	"2000"	"90 years"	"90"	933	Not Applicable	Not Applicable
	"2000"	"2000"	"91 years"	"91"	845	Not Applicable	Not Applicable
	"2000"	"2000"	"92 years"	"92"	786	Not Applicable	Not Applicable
	"2000"	"2000"	"93 years"	"93"	624	Not Applicable	Not Applicable
	"2000"	"2000"	"94 years"	"94"	630	Not Applicable	Not Applicable
	"2000"	"2000"	"95 years"	"95"	494	Not Applicable	Not Applicable
	"2000"	"2000"	"96 years"	"96"	376	Not Applicable	Not Applicable
	"2000"	"2000"	"97 years"	"97"	307	Not Applicable	Not Applicable
	"2000"	"2000"	"98 years"	"98"	250	Not Applicable	Not Applicable
	"2000"	"2000"	"99 years"	"99"	182	Not Applicable	Not Applicable
	"2000"	"2000"	"100+ years"	"100"	345	Not Applicable	Not Applicable
	"2000"	"2000"	"Not Stated"	"NS"	3	Not Applicable	Not Applicable
"Total"	"2000"	"2000"			47082	17144023	274.6
	"2001"	"2001"	"< 1 year"	"0"	2079	427349	486.5
	"2001"	"2001"	"1 year"	"1"	170	391008	43.5
	"2001"	"2001"	"2 years"	"2"	99	368603	26.9
	"2001"	"2001"	"3 years"	"3"	73	362727	20.1
	"2001"	"2001"	"4 years"	"4"	57	360602	15.8
	"2001"	"2001"	"5 years"	"5"	48	363474	13.2
	"2001"	"2001"	"6 years"	"6"	42	363588	11.6
	"2001"	"2001"	"7 years"	"7"	38	361113	10.5
	"2001"	"2001"	"8 years"	"8"	42	359909	11.7
	"2001"	"2001"	"9 years"	"9"	29	359542	8.1
	"2001"	"2001"	"10 years"	"10"	37	356800	10.4
	"2001"	"2001"	"11 years"	"11"	46	351003	13.1
	"2001"	"2001"	"12 years"	"12"	42	325572	12.9
	"2001"	"2001"	"13 years"	"13"	52	317933	16.4
	"2001"	"2001"	"14 years"	"14"	62	308788	20.1
	"2001"	"2001"	"15 years"	"15"	66	304558	21.7
	"2001"	"2001"	"16 years"	"16"	93	303777	30.6
	"2001"	"2001"	"17 years"	"17"	108	300405	36.0
	"2001"	"2001"	"18 years"	"18"	90	311025	28.9
	"2001"	"2001"	"19 years"	"19"	111	320005	34.7
	"2001"	"2001"	"20 years"	"20"	117	324071	36.1
	"2001"	"2001"	"21 years"	"21"	114	329335	34.6
	"2001"	"2001"	"22 years"	"22"	97	315913	30.7
	"2001"	"2001"	"23 years"	"23"	130	317566	40.9
	"2001"	"2001"	"24 years"	"24"	113	323039	35.0
	"2001"	"2001"	"25 years"	"25"	103	324732	31.7
	"2001"	"2001"	"26 years"	"26"	122	327827	37.2
	"2001"	"2001"	"27 years"	"27"	145	319906	45.3
	"2001"	"2001"	"28 years"	"28"	137	322998	42.4
	"2001"	"2001"	"29 years"	"29"	133	322887	41.2
	"2001"	"2001"	"30 years"	"30"	149	325206	45.8
	"2001"	"2001"	"31 years"	"31"	151	322340	46.8
	"2001"	"2001"	"32 years"	"32"	160	302856	52.8
	"2001"	"2001"	"33 years"	"33"	175	298232	58.7
	"2001"	"2001"	"34 years"	"34"	156	289447	53.9
	"2001"	"2001"	"35 years"	"35"	193	290162	66.5
	"2001"	"2001"	"36 years"	"36"	215	295473	72.8
	"2001"	"2001"	"37 years"	"37"	233	287655	81.0
	"2001"	"2001"	"38 years"	"38"	236	276427	85.4
	"2001"	"2001"	"39 years"	"39"	243	267639	90.8
	"2001"	"2001"	"40 years"	"40"	270	259285	104.1
	"2001"	"2001"	"41 years"	"41"	281	260536	107.9
	"2001"	"2001"	"42 years"	"42"	270	237848	113.5
	"2001"	"2001"	"43 years"	"43"	297	227517	130.5
	"2001"	"2001"	"44 years"	"44"	308	220655	139.6
	"2001"	"2001"	"45 years"	"45"	309	210141	147.0
	"2001"	"2001"	"46 years"	"46"	349	205786	169.6
	"2001"	"2001"	"47 years"	"47"	368	190223	193.5
	"2001"	"2001"	"48 years"	"48"	374	180514	207.2
	"2001"	"2001"	"49 years"	"49"	342	168979	202.4
	"2001"	"2001"	"50 years"	"50"	381	163782	232.6
	"2001"	"2001"	"51 years"	"51"	420	164753	254.9
	"2001"	"2001"	"52 years"	"52"	434	148838	291.6
	"2001"	"2001"	"53 years"	"53"	453	143473	315.7
	"2001"	"2001"	"54 years"	"54"	455	137502	330.9
	"2001"	"2001"	"55 years"	"55"	461	121579	379.2
	"2001"	"2001"	"56 years"	"56"	426	115557	368.6
	"2001"	"2001"	"57 years"	"57"	459	109083	420.8
	"2001"	"2001"	"58 years"	"58"	482	104215	462.5
	"2001"	"2001"	"59 years"	"59"	526	95273	552.1
	"2001"	"2001"	"60 years"	"60"	529	89985	587.9
	"2001"	"2001"	"61 years"	"61"	556	90339	615.5
	"2001"	"2001"	"62 years"	"62"	590	84038	702.1
	"2001"	"2001"	"63 years"	"63"	634	81514	777.8
	"2001"	"2001"	"64 years"	"64"	648	77471	836.4
	"2001"	"2001"	"65 years"	"65"	705	75431	934.6
	"2001"	"2001"	"66 years"	"66"	694	75299	921.7
	"2001"	"2001"	"67 years"	"67"	725	67571	1072.9
	"2001"	"2001"	"68 years"	"68"	820	65196	1257.7
	"2001"	"2001"	"69 years"	"69"	837	63395	1320.3
	"2001"	"2001"	"70 years"	"70"	905	61715	1466.4
	"2001"	"2001"	"71 years"	"71"	1064	62643	1698.5
	"2001"	"2001"	"72 years"	"72"	1034	57170	1808.6
	"2001"	"2001"	"73 years"	"73"	1038	54218	1914.5
	"2001"	"2001"	"74 years"	"74"	1119	50087	2234.1
	"2001"	"2001"	"75 years"	"75"	1137	47660	2385.6
	"2001"	"2001"	"76 years"	"76"	1237	45693	2707.2
	"2001"	"2001"	"77 years"	"77"	1242	40953	3032.7
	"2001"	"2001"	"78 years"	"78"	1213	36974	3280.7
	"2001"	"2001"	"79 years"	"79"	1196	34712	3445.5
	"2001"	"2001"	"80 years"	"80"	1243	31403	3958.2
	"2001"	"2001"	"81 years"	"81"	1206	29206	4129.3
	"2001"	"2001"	"82 years"	"82"	1106	23355	4735.6
	"2001"	"2001"	"83 years"	"83"	1203	21494	5596.9
	"2001"	"2001"	"84 years"	"84"	1095	18168	6027.1
	"2001"	"2001"	"85 years"	"85"	1121	Not Applicable	Not Applicable
	"2001"	"2001"	"86 years"	"86"	1205	Not Applicable	Not Applicable
	"2001"	"2001"	"87 years"	"87"	1192	Not Applicable	Not Applicable
	"2001"	"2001"	"88 years"	"88"	1210	Not Applicable	Not Applicable
	"2001"	"2001"	"89 years"	"89"	1052	Not Applicable	Not Applicable
	"2001"	"2001"	"90 years"	"90"	1059	Not Applicable	Not Applicable
	"2001"	"2001"	"91 years"	"91"	925	Not Applicable	Not Applicable
	"2001"	"2001"	"92 years"	"92"	801	Not Applicable	Not Applicable
	"2001"	"2001"	"93 years"	"93"	728	Not Applicable	Not Applicable
	"2001"	"2001"	"94 years"	"94"	613	Not Applicable	Not Applicable
	"2001"	"2001"	"95 years"	"95"	557	Not Applicable	Not Applicable
	"2001"	"2001"	"96 years"	"96"	451	Not Applicable	Not Applicable
	"2001"	"2001"	"97 years"	"97"	384	Not Applicable	Not Applicable
	"2001"	"2001"	"98 years"	"98"	269	Not Applicable	Not Applicable
	"2001"	"2001"	"99 years"	"99"	167	Not Applicable	Not Applicable
	"2001"	"2001"	"100+ years"	"100"	406	Not Applicable	Not Applicable
	"2001"	"2001"	"Not Stated"	"NS"	9	Not Applicable	Not Applicable
"Total"	"2001"	"2001"			50096	18058983	277.4
	"2002"	"2002"	"< 1 year"	"0"	2197	436905	502.9
	"2002"	"2002"	"1 year"	"1"	159	428325	37.1
	"2002"	"2002"	"2 years"	"2"	93	392722	23.7
	"2002"	"2002"	"3 years"	"3"	63	371130	17.0
	"2002"	"2002"	"4 years"	"4"	72	365612	19.7
	"2002"	"2002"	"5 years"	"5"	57	363537	15.7
	"2002"	"2002"	"6 years"	"6"	48	366495	13.1
	"2002"	"2002"	"7 years"	"7"	41	367369	11.2
	"2002"	"2002"	"8 years"	"8"	51	364475	14.0
	"2002"	"2002"	"9 years"	"9"	38	365288	10.4
	"2002"	"2002"	"10 years"	"10"	36	370957	9.7
	"2002"	"2002"	"11 years"	"11"	43	363736	11.8
	"2002"	"2002"	"12 years"	"12"	44	358826	12.3
	"2002"	"2002"	"13 years"	"13"	58	332557	17.4
	"2002"	"2002"	"14 years"	"14"	61	325020	18.8
	"2002"	"2002"	"15 years"	"15"	76	317972	23.9
	"2002"	"2002"	"16 years"	"16"	77	314757	24.5
	"2002"	"2002"	"17 years"	"17"	107	314798	34.0
	"2002"	"2002"	"18 years"	"18"	108	313888	34.4
	"2002"	"2002"	"19 years"	"19"	104	324527	32.0
	"2002"	"2002"	"20 years"	"20"	107	332799	32.2
	"2002"	"2002"	"21 years"	"21"	138	336731	41.0
	"2002"	"2002"	"22 years"	"22"	137	341016	40.2
	"2002"	"2002"	"23 years"	"23"	106	327958	32.3
	"2002"	"2002"	"24 years"	"24"	113	329244	34.3
	"2002"	"2002"	"25 years"	"25"	110	335171	32.8
	"2002"	"2002"	"26 years"	"26"	110	333986	32.9
	"2002"	"2002"	"27 years"	"27"	97	338126	28.7
	"2002"	"2002"	"28 years"	"28"	127	329135	38.6
	"2002"	"2002"	"29 years"	"29"	120	331260	36.2
	"2002"	"2002"	"30 years"	"30"	134	332377	40.3
	"2002"	"2002"	"31 years"	"31"	147	330294	44.5
	"2002"	"2002"	"32 years"	"32"	180	330413	54.5
	"2002"	"2002"	"33 years"	"33"	151	308638	48.9
	"2002"	"2002"	"34 years"	"34"	166	304156	54.6
	"2002"	"2002"	"35 years"	"35"	187	295760	63.2
	"2002"	"2002"	"36 years"	"36"	172	295409	58.2
	"2002"	"2002"	"37 years"	"37"	233	299960	77.7
	"2002"	"2002"	"38 years"	"38"	261	292578	89.2
	"2002"	"2002"	"39 years"	"39"	277	280582	98.7
	"2002"	"2002"	"40 years"	"40"	266	271851	97.8
	"2002"	"2002"	"41 years"	"41"	309	262050	117.9
	"2002"	"2002"	"42 years"	"42"	293	263917	111.0
	"2002"	"2002"	"43 years"	"43"	335	240766	139.1
	"2002"	"2002"	"44 years"	"44"	306	229733	133.2
	"2002"	"2002"	"45 years"	"45"	374	223140	167.6
	"2002"	"2002"	"46 years"	"46"	309	212247	145.6
	"2002"	"2002"	"47 years"	"47"	366	207860	176.1
	"2002"	"2002"	"48 years"	"48"	396	191858	206.4
	"2002"	"2002"	"49 years"	"49"	387	182380	212.2
	"2002"	"2002"	"50 years"	"50"	415	170297	243.7
	"2002"	"2002"	"51 years"	"51"	391	165557	236.2
	"2002"	"2002"	"52 years"	"52"	437	165838	263.5
	"2002"	"2002"	"53 years"	"53"	482	150239	320.8
	"2002"	"2002"	"54 years"	"54"	469	144936	323.6
	"2002"	"2002"	"55 years"	"55"	464	138373	335.3
	"2002"	"2002"	"56 years"	"56"	457	122616	372.7
	"2002"	"2002"	"57 years"	"57"	453	116167	390.0
	"2002"	"2002"	"58 years"	"58"	501	109706	456.7
	"2002"	"2002"	"59 years"	"59"	512	104734	488.9
	"2002"	"2002"	"60 years"	"60"	592	95265	621.4
	"2002"	"2002"	"61 years"	"61"	570	90704	628.4
	"2002"	"2002"	"62 years"	"62"	598	90704	659.3
	"2002"	"2002"	"63 years"	"63"	628	84398	744.1
	"2002"	"2002"	"64 years"	"64"	678	81493	832.0
	"2002"	"2002"	"65 years"	"65"	721	77766	927.1
	"2002"	"2002"	"66 years"	"66"	729	75240	968.9
	"2002"	"2002"	"67 years"	"67"	766	75503	1014.5
	"2002"	"2002"	"68 years"	"68"	800	67398	1187.0
	"2002"	"2002"	"69 years"	"69"	830	64936	1278.2
	"2002"	"2002"	"70 years"	"70"	902	62961	1432.6
	"2002"	"2002"	"71 years"	"71"	974	61495	1583.9
	"2002"	"2002"	"72 years"	"72"	1084	62045	1747.1
	"2002"	"2002"	"73 years"	"73"	1078	56508	1907.7
	"2002"	"2002"	"74 years"	"74"	1116	53443	2088.2
	"2002"	"2002"	"75 years"	"75"	1217	49119	2477.7
	"2002"	"2002"	"76 years"	"76"	1102	46895	2349.9
	"2002"	"2002"	"77 years"	"77"	1294	44590	2902.0
	"2002"	"2002"	"78 years"	"78"	1259	40011	3146.6
	"2002"	"2002"	"79 years"	"79"	1271	35981	3532.4
	"2002"	"2002"	"80 years"	"80"	1355	33470	4048.4
	"2002"	"2002"	"81 years"	"81"	1283	30238	4243.0
	"2002"	"2002"	"82 years"	"82"	1368	27988	4887.8
	"2002"	"2002"	"83 years"	"83"	1207	22297	5413.3
	"2002"	"2002"	"84 years"	"84"	1191	20279	5873.1
	"2002"	"2002"	"85 years"	"85"	1161	Not Applicable	Not Applicable
	"2002"	"2002"	"86 years"	"86"	1130	Not Applicable	Not Applicable
	"2002"	"2002"	"87 years"	"87"	1178	Not Applicable	Not Applicable
	"2002"	"2002"	"88 years"	"88"	1188	Not Applicable	Not Applicable
	"2002"	"2002"	"89 years"	"89"	1088	Not Applicable	Not Applicable
	"2002"	"2002"	"90 years"	"90"	1017	Not Applicable	Not Applicable
	"2002"	"2002"	"91 years"	"91"	1003	Not Applicable	Not Applicable
	"2002"	"2002"	"92 years"	"92"	839	Not Applicable	Not Applicable
	"2002"	"2002"	"93 years"	"93"	741	Not Applicable	Not Applicable
	"2002"	"2002"	"94 years"	"94"	634	Not Applicable	Not Applicable
	"2002"	"2002"	"95 years"	"95"	536	Not Applicable	Not Applicable
	"2002"	"2002"	"96 years"	"96"	460	Not Applicable	Not Applicable
	"2002"	"2002"	"97 years"	"97"	423	Not Applicable	Not Applicable
	"2002"	"2002"	"98 years"	"98"	284	Not Applicable	Not Applicable
	"2002"	"2002"	"99 years"	"99"	197	Not Applicable	Not Applicable
	"2002"	"2002"	"100+ years"	"100"	409	Not Applicable	Not Applicable
	"2002"	"2002"	"Not Stated"	"NS"	3	Not Applicable	Not Applicable
"Total"	"2002"	"2002"			51432	18799575	273.6
	"2003"	"2003"	"< 1 year"	"0"	2341	449882	520.4
	"2003"	"2003"	"1 year"	"1"	158	435689	36.3
	"2003"	"2003"	"2 years"	"2"	119	428577	27.8
	"2003"	"2003"	"3 years"	"3"	80	394712	20.3
	"2003"	"2003"	"4 years"	"4"	67	373760	17.9
	"2003"	"2003"	"5 years"	"5"	55	368326	14.9
	"2003"	"2003"	"6 years"	"6"	40	366412	10.9
	"2003"	"2003"	"7 years"	"7"	46	370461	12.4
